template,ok,tot,acc
((V-D-M)AND(V-D-M))AND((((V-D-M)AND(V))AND(V-D-M))AFTER(V-M)),0,1,0.0
(V-D-M)AFTER((V-D-M)AND((V)AND((V-D)AND(V-D-M)))),0,1,0.0
(V-M)AFTER((V-D-M)AND((V-M)AFTER(V-D-M))),0,1,0.0
